prob,group,it,size,eax,eax.restart,lkh,lkh.restart,maos
1000-10-40,netgen,7,1000,5.1,4.89,3.65,3.92,9.73
1000-10-40,netgen,8,1000,6.22,5.41,176.92,121.75,11.28
1000-10-40,netgen,9,1000,4.9,5.31,7.92,51.41,9.88
1000-10-41,netgen,0,1000,5.13,5.71,20.63,4.73,9.03
1000-10-41,netgen,1,1000,5.27,5.91,25.58,11.12,8.67
1000-10-41,netgen,2,1000,5.31,5.21,7.12,8.32,8.88
1000-10-41,netgen,3,1000,6.69,5.95,7.83,1.92,9.54
1000-10-41,netgen,4,1000,5.84,5.59,2.71,7.02,8.89
1000-10-41,netgen,5,1000,5.41,5.03,3.81,11.42,8.76
1000-10-41,netgen,6,1000,5.57,5.08,11.81,21.34,9.8
1000-10-41,netgen,7,1000,5.81,5.51,11.11,25.77,8.64
1000-10-41,netgen,8,1000,6.05,5.47,15.45,10.15,9.79
1000-10-41,netgen,9,1000,4.91,4.93,4.96,3.09,9.22
1000-10-42,netgen,0,1000,6.2,5.25,4.24,4.39,10.53
1000-10-42,netgen,1,1000,5.11,5.74,3.01,3.23,9.28
1000-10-42,netgen,2,1000,5.47,6.31,7,4.68,9.47
1000-10-42,netgen,3,1000,5.31,5.58,3.64,5.72,9.03
1000-10-42,netgen,4,1000,5.8,5.76,9.6,4.96,9.11
1000-10-42,netgen,5,1000,6.06,5.83,3.82,4.28,8.65
1000-10-42,netgen,6,1000,5.65,5.57,3.2,5.44,9.03
1000-10-42,netgen,7,1000,5.83,5.7,3.35,4.88,9.14
1000-10-42,netgen,8,1000,5.37,5.44,5.55,3.67,9.35
1000-10-42,netgen,9,1000,5.53,5.38,9.92,4.22,8.85
1000-10-43,netgen,0,1000,4.44,5.59,6.84,1.95,8.76
1000-10-43,netgen,1,1000,5.06,5.16,4.01,15.8,8.69
1000-10-43,netgen,2,1000,5.42,5.15,3.97,3.28,8.81
1000-10-43,netgen,3,1000,6.23,5.08,7.61,6.58,12.8
1000-10-43,netgen,4,1000,4.88,4.92,5.83,3.38,10.2
1000-10-43,netgen,5,1000,4.83,4.84,4.24,6.16,9.27
1000-10-43,netgen,6,1000,4.87,5.91,1.96,2.86,8.2
1000-10-43,netgen,7,1000,5.69,5.08,2.04,1.59,9
1000-10-43,netgen,8,1000,5.13,6.1,2.62,3.73,8.69
1000-10-43,netgen,9,1000,4.96,5.93,4.32,2.25,8.69
1000-10-44,netgen,0,1000,5.18,5.2,7.3,15.18,8.59
1000-10-44,netgen,1,1000,5.26,5.36,10.32,8.41,9.17
1000-10-44,netgen,2,1000,3600,28.1,6.71,4.97,8.87
1000-10-44,netgen,3,1000,5.65,5.99,4.76,4.72,8.61
1000-10-44,netgen,4,1000,3600,13.05,6.46,3.84,8.54
1000-10-44,netgen,5,1000,6.12,5.47,6.15,4.49,8.51
1000-10-44,netgen,6,1000,3600,26.63,20.59,7.07,9.42
1000-10-44,netgen,7,1000,5.78,5.85,11.65,2.94,8.31
1000-10-44,netgen,8,1000,6.64,6.02,2.31,2.46,8.93
1000-10-44,netgen,9,1000,5.83,5.2,7,9.4,8.74
1000-10-45,netgen,0,1000,5.1,5.25,12.61,6.11,8.52
1000-10-45,netgen,1,1000,5.51,5.2,8.23,4.02,8.92
1000-10-45,netgen,2,1000,5.36,4.96,11.08,5.1,9.26
1000-10-45,netgen,3,1000,4.91,4.99,4.23,6.15,8.58
1000-10-45,netgen,4,1000,4.97,5.17,3.56,3.9,9.09
1000-10-45,netgen,5,1000,4.66,4.69,4.12,5.19,8.65
1000-10-45,netgen,6,1000,5.4,4.62,5.19,4.36,8.5
1000-10-45,netgen,7,1000,5.06,4.74,5.75,6.23,3600
1000-10-45,netgen,8,1000,5.28,4.94,4.41,3.75,8.9
1000-10-45,netgen,9,1000,5.48,4.95,4.49,4,8.89
1000-10-46,netgen,0,1000,5.12,5.02,4.93,3.5,9.04
1000-10-46,netgen,1,1000,5.45,6.23,9.2,2.01,8.78
1000-10-46,netgen,2,1000,5.83,5.41,6.54,7.04,9.64
1000-10-46,netgen,3,1000,4.93,5.41,40.88,4.36,9.87
1000-10-46,netgen,4,1000,6.7,5.74,7.61,2.38,8.56
1000-10-46,netgen,5,1000,5.78,5.15,20.88,71.21,8.68
1000-10-46,netgen,6,1000,5.15,5.11,5.18,2.86,9.33
1000-10-46,netgen,7,1000,5.81,6.18,9.73,4.58,8.63
1000-10-46,netgen,8,1000,5.62,5.61,8.28,5.61,9.63
1000-10-46,netgen,9,1000,5.29,5.29,2.06,3.03,9.43
1000-10-47,netgen,0,1000,5.81,5.75,486.15,66.03,8.94
1000-10-47,netgen,1,1000,6.48,5.34,902.17,68.73,8.76
1000-10-47,netgen,2,1000,5.26,5.78,232.13,514.28,9.25
1000-10-47,netgen,3,1000,5.34,4.67,285.44,292.32,3600
1000-10-47,netgen,4,1000,5.01,5.22,36.55,139.07,9.84
1000-10-47,netgen,5,1000,5.07,5.07,501.32,392.72,8.78
1000-10-47,netgen,6,1000,5.17,5.31,418.69,61.93,9.43
1000-10-47,netgen,7,1000,5.28,6.15,250.47,268.41,9.52
1000-10-47,netgen,8,1000,5.42,5.23,15.94,200.28,8.96
1000-10-47,netgen,9,1000,4.96,5.03,2800.08,187.94,9.42
1000-10-48,netgen,0,1000,4.64,4.68,84.98,69.36,8.51
1000-10-48,netgen,1,1000,6.04,4.69,194.64,2.92,8.28
1000-10-48,netgen,2,1000,4.95,4.86,575.7,12.05,8.43
1000-10-48,netgen,3,1000,5.37,4.99,6.04,2.86,8.7
1000-10-48,netgen,4,1000,5.18,5.5,100.07,60.53,9
1000-10-48,netgen,5,1000,4.5,4.7,2.94,2.24,8.15
1000-10-48,netgen,6,1000,5.25,4.87,33.62,57.12,8.45
1000-10-48,netgen,7,1000,4.61,4.67,559.88,13.35,8.93
1000-10-48,netgen,8,1000,4.95,4.93,545.68,12.54,8.8
1000-10-48,netgen,9,1000,5.1,4.72,247.24,159.94,8.6
1000-10-49,netgen,0,1000,3600,11.56,97.78,7.96,8.37
1000-10-49,netgen,1,1000,3600,11.2,3.18,189.07,8.43
1000-10-49,netgen,2,1000,5.13,5.08,41.42,7.93,8.65
1000-10-49,netgen,3,1000,5.02,5,9.45,63.62,8.78
1000-10-49,netgen,4,1000,4.82,4.88,62.86,13.33,8.76
1000-10-49,netgen,5,1000,5.3,5.11,26.59,20.92,8.53
1000-10-49,netgen,6,1000,5.01,4.96,70.19,22.56,8.04
1000-10-49,netgen,7,1000,5.3,5.37,151.33,23.18,9.95
1000-10-49,netgen,8,1000,5.22,4.97,175.33,549.45,8.81
1000-10-49,netgen,9,1000,3600,12.47,202.06,226.11,8.68
1000-10-5,netgen,0,1000,4.63,4.67,2.39,5.17,8.85
1000-10-5,netgen,1,1000,4.65,4.82,1.96,2.08,9.21
1000-10-5,netgen,2,1000,5.92,5.43,1.55,1.52,8.43
1000-10-5,netgen,3,1000,4.86,4.66,3.1,2.17,8.05
1000-10-5,netgen,4,1000,4.62,5.13,15.47,2.64,9.37
1000-10-5,netgen,5,1000,4.87,5.97,4.39,2.23,8.33
1000-10-5,netgen,6,1000,4.93,4.8,5.27,6.39,9.73
1000-10-5,netgen,7,1000,5.07,5.4,2.35,5.75,10.2
1000-10-5,netgen,8,1000,5.3,4.62,13.28,3.62,8.76
1000-10-5,netgen,9,1000,5.83,4.83,5.02,10.89,8.07
1000-10-50,netgen,0,1000,4.85,4.74,20.8,30.19,8.01
1000-10-50,netgen,1,1000,4.89,5.31,34.96,45.34,8.84
1000-10-50,netgen,2,1000,5.33,5.39,37.62,58.46,8.05
1000-10-50,netgen,3,1000,5.51,5.16,129.32,55.06,7.87
1000-10-50,netgen,4,1000,5.28,4.99,18.32,75.5,8.02
1000-10-50,netgen,5,1000,5.03,5.29,18.03,45.32,3600
1000-10-50,netgen,6,1000,5.12,5.36,33.2,112.22,8.05
1000-10-50,netgen,7,1000,4.96,4.73,90.25,95.82,8.61
1000-10-50,netgen,8,1000,4.82,4.75,97.73,6.6,8.46
1000-10-50,netgen,9,1000,4.97,5.04,147.52,135.48,8.12
1000-10-6,netgen,0,1000,5.14,5.12,11.47,7.82,9.26
1000-10-6,netgen,1,1000,4.97,5.14,5.33,5.93,8.92
1000-10-6,netgen,2,1000,6.1,5.19,7.59,4.87,8.73
1000-10-6,netgen,3,1000,5.95,5.39,4.48,5.33,9.22
1000-10-6,netgen,4,1000,5.37,5.24,3.56,5.54,8.79
1000-10-6,netgen,5,1000,4.91,8.57,10.88,9.27,3600
1000-10-6,netgen,6,1000,5.19,5.01,3.33,3.52,3600
1000-10-6,netgen,7,1000,4.9,4.96,6.81,5.21,8.75
1000-10-6,netgen,8,1000,5.29,5.43,5.8,2.44,9.06
1000-10-6,netgen,9,1000,5.68,4.98,5.19,4.13,8.96
1000-10-7,netgen,0,1000,4.77,4.88,485.34,19.4,3600
1000-10-7,netgen,1,1000,4.71,5.14,8.78,70.34,3600
1000-10-7,netgen,2,1000,4.61,5.72,2028.6,310.58,3600
1000-10-7,netgen,3,1000,4.79,4.86,586.79,127.64,3600
1000-10-7,netgen,4,1000,5.13,5.54,5.18,19.06,3600
1000-10-7,netgen,5,1000,5.05,5.09,191.74,313.49,3600
1000-10-7,netgen,6,1000,4.84,4.87,754.55,131.14,3600
1000-10-7,netgen,7,1000,4.89,5.54,1148.17,61.46,9.04
1000-10-7,netgen,8,1000,5.08,5.08,34.29,654.92,3600
1000-10-7,netgen,9,1000,5.01,5.08,1284.59,178.28,8.67
1000-10-8,netgen,0,1000,4.79,5.24,1.52,1.23,7.69
1000-10-8,netgen,1,1000,4.68,4.54,2.92,4.8,8.57
1000-10-8,netgen,2,1000,5.11,5.5,2.69,1.98,8.51
1000-10-8,netgen,3,1000,5.15,4.44,1.22,1.17,7.9
1000-10-8,netgen,4,1000,5.02,4.89,3.66,3.32,7.96
1000-10-8,netgen,5,1000,4.93,5.02,1.42,1.36,8.02
1000-10-8,netgen,6,1000,4.93,5.01,1.3,1.38,7.98
1000-10-8,netgen,7,1000,4.4,4.82,1.27,1.18,7.86
1000-10-8,netgen,8,1000,5.46,4.73,2.35,2.65,7.8
1000-10-8,netgen,9,1000,5.02,4.62,1.59,1.85,9.35
1000-10-9,netgen,0,1000,6.56,5.09,28.48,11.09,10.08
1000-10-9,netgen,1,1000,5.59,5.02,78.81,54.52,8.57
1000-10-9,netgen,2,1000,5.32,5.68,46.23,133.07,8.91
1000-10-9,netgen,3,1000,5.28,5.34,113.58,67.39,8.54
1000-10-9,netgen,4,1000,5.27,5,106.33,137.55,8.74
1000-10-9,netgen,5,1000,6.16,5.01,36.7,190.87,10.2
1000-10-9,netgen,6,1000,5.23,5.2,28.01,124.01,8.57
1000-10-9,netgen,7,1000,4.98,5,25.12,139.92,8.49
1000-10-9,netgen,8,1000,5.06,5.21,454.73,119.91,9.2
1000-10-9,netgen,9,1000,5.13,5.07,289.23,32.99,8.41
1000-2-1,netgen,0,1000,3600,27.05,9.57,8.24,11.39
1000-2-1,netgen,1,1000,3600,26.69,15.25,12.7,10.97
1000-2-1,netgen,2,1000,6.93,6.76,13.24,17.59,11.5
1000-2-1,netgen,3,1000,6.41,6.72,22.57,15.75,11.35
1000-2-1,netgen,4,1000,7.32,7.31,10.73,6.97,11.18
1000-2-1,netgen,5,1000,3600,14.14,6.12,25.17,3600
1000-2-1,netgen,6,1000,5.93,6.11,7.37,7.96,10.98
1000-2-1,netgen,7,1000,6.42,6.22,4.65,7.72,12.09
1000-2-1,netgen,8,1000,7.33,7.2,14.08,6.7,11.07
1000-2-1,netgen,9,1000,7.58,6.38,9.64,8.3,3600
1000-2-10,netgen,0,1000,6.37,5.24,656.29,307.18,10.49
1000-2-10,netgen,1,1000,5.67,5.54,3600,305.39,11.04
1000-2-10,netgen,2,1000,6.39,6.77,1550.08,176.93,11
1000-2-10,netgen,3,1000,7.9,5.62,3.67,150.72,10.98
1000-2-10,netgen,4,1000,5.49,5.62,6.46,427.04,11.2
1000-2-10,netgen,5,1000,5.26,5.43,505.54,90.03,10.48
1000-2-10,netgen,6,1000,5.6,5.21,2971.36,39.8,11.19
1000-2-10,netgen,7,1000,5.96,5.77,2039.35,25.92,10.78
1000-2-10,netgen,8,1000,3600,13.39,1492.32,441.39,11.49
1000-2-10,netgen,9,1000,6.4,5.59,410.89,112.15,10.47
1000-2-11,netgen,0,1000,4.9,4.68,13.49,2.42,10.02
1000-2-11,netgen,1,1000,5.18,4.61,5.28,2.65,10.95
1000-2-11,netgen,2,1000,5.15,4.99,2.01,6.84,10.47
1000-2-11,netgen,3,1000,5.35,5.68,25.66,7.71,10.61
1000-2-11,netgen,4,1000,6.06,5.2,3.43,9.01,10.05
1000-2-11,netgen,5,1000,5.87,5.63,3.1,4.2,11.63
1000-2-11,netgen,6,1000,3600,12.85,3.18,3.96,10.46
1000-2-11,netgen,7,1000,5.33,5.73,4.63,2.23,11.63
1000-2-11,netgen,8,1000,6.01,5.11,4.88,9.04,10.41
1000-2-11,netgen,9,1000,5.63,5.05,2.21,2.69,3600
1000-2-12,netgen,0,1000,8.15,5.96,4.71,42.73,11.71
1000-2-12,netgen,1,1000,5.96,5.96,4.03,4.22,11.3
1000-2-12,netgen,2,1000,6.75,6.77,8.39,22.05,10.43
1000-2-12,netgen,3,1000,6.7,6.83,10.88,26.6,12.6
1000-2-12,netgen,4,1000,6.01,5.94,6.3,3.25,12.44
1000-2-12,netgen,5,1000,5.92,6.53,3.99,2.82,11.83
1000-2-12,netgen,6,1000,6.16,6.34,10.47,12.89,12.16
1000-2-12,netgen,7,1000,7.46,6.87,8.78,2.6,11.19
1000-2-12,netgen,8,1000,5.98,6.6,8.63,10.67,11.29
1000-2-12,netgen,9,1000,6.73,6.52,15.26,3.96,10.18
1000-2-13,netgen,0,1000,3600,15.39,16.75,55.5,12.61
1000-2-13,netgen,1,1000,3600,32.19,159.18,128.49,10.83
1000-2-13,netgen,2,1000,6.96,7.35,106.31,37.21,11.59
1000-2-13,netgen,3,1000,7.25,7.72,29.33,40.34,13.04
1000-2-13,netgen,4,1000,3600,17.28,28.65,66.53,11.18
1000-2-13,netgen,5,1000,7.23,8.24,121.14,94.06,3600
1000-2-13,netgen,6,1000,6.77,7.18,132.75,32.55,12.77
1000-2-13,netgen,7,1000,7.37,6.43,42.31,16.74,3600
1000-2-13,netgen,8,1000,3600,16.5,338.9,97.41,3600
1000-2-13,netgen,9,1000,3600,27.69,65.9,96.43,11.75
1000-2-14,netgen,0,1000,5.43,5.6,3.57,5.11,10.71
1000-2-14,netgen,1,1000,5.44,5.45,6.53,4.04,11.47
1000-2-14,netgen,2,1000,6.6,5.56,4.83,1.91,11.85
1000-2-14,netgen,3,1000,6.74,6.27,2.34,2.44,10.99
1000-2-14,netgen,4,1000,5.58,6.4,3.15,3.5,11.73
1000-2-14,netgen,5,1000,6.17,6.46,5.5,3.42,11.02
1000-2-14,netgen,6,1000,5.08,5.15,4.19,2.85,11.73
1000-2-14,netgen,7,1000,5.65,6.64,3.25,7.45,10.98
1000-2-14,netgen,8,1000,3600,12.61,4.75,7.42,11.32
1000-2-14,netgen,9,1000,6.22,5.62,4.22,7.34,10.51
1000-2-15,netgen,0,1000,5.79,5.43,35.82,6.04,12.15
1000-2-15,netgen,1,1000,5.78,5.35,33.12,11,11.31
1000-2-15,netgen,2,1000,3600,13.96,2.71,3.59,10.84
1000-2-15,netgen,3,1000,6.26,5.95,26.76,20.11,3600
1000-2-15,netgen,4,1000,6.2,6.78,6.05,5.07,11.74
1000-2-15,netgen,5,1000,5.68,6.19,6.47,7.31,10.14
1000-2-15,netgen,6,1000,6.03,6.65,5.48,3.49,11.06
1000-2-15,netgen,7,1000,3600,13.18,4.11,21.03,10.09
1000-2-15,netgen,8,1000,6.53,6.64,27.31,18.84,11.14
1000-2-15,netgen,9,1000,3600,15.63,3.59,5.56,3600
1000-2-16,netgen,0,1000,6.02,6.98,3.31,2.73,10.58
1000-2-16,netgen,1,1000,6.56,6.47,2.16,1.7,9.79
1000-2-16,netgen,2,1000,6.44,5.52,1.54,1.78,10.55
1000-2-16,netgen,3,1000,5.5,7.58,2.01,2.27,11.11
1000-2-16,netgen,4,1000,6.43,6.01,2.36,3.86,10.63
1000-2-16,netgen,5,1000,5.95,5.75,2.65,2.23,9.88
1000-2-16,netgen,6,1000,5.59,6.3,3.18,4.06,10.51
1000-2-16,netgen,7,1000,5.63,5.55,1.42,1.5,10.71
1000-2-16,netgen,8,1000,6.78,5.49,2.47,1.68,10.22
1000-2-16,netgen,9,1000,5.86,5.59,1.47,1.57,9.77
1000-2-17,netgen,0,1000,5.74,5.84,2.59,20.76,11.29
1000-2-17,netgen,1,1000,6.77,6.59,73.09,12.37,13.59
1000-2-17,netgen,2,1000,5.26,6.41,5.03,86.83,11.6
1000-2-17,netgen,3,1000,5.63,5.69,215.88,184.45,10.64
1000-2-17,netgen,4,1000,5.88,5.75,3.98,43.05,12.04
1000-2-17,netgen,5,1000,6.23,5.53,119.23,115.57,11.49
1000-2-17,netgen,6,1000,3600,15.78,24.38,65.4,12.79
1000-2-17,netgen,7,1000,6.45,5.84,111.04,220.46,11.1
1000-2-17,netgen,8,1000,5.89,5.51,59.45,105.72,13.51
1000-2-17,netgen,9,1000,6.12,6.04,424.96,32.64,11.45
1000-2-18,netgen,0,1000,6.44,6.12,22.56,8.42,13.22
1000-2-18,netgen,1,1000,5.82,5.7,14,7.81,11.35
1000-2-18,netgen,2,1000,7.33,5.95,4.69,9.35,3600
1000-2-18,netgen,3,1000,7.87,6.32,24.35,9.37,12.07
1000-2-18,netgen,4,1000,5.78,6.04,4.94,7.96,11.6
1000-2-18,netgen,5,1000,7.43,6.21,3.99,11.44,11.18
1000-2-18,netgen,6,1000,5.98,6.05,5.11,4.67,3600
1000-2-18,netgen,7,1000,6.78,6.02,3.63,10.96,16.44
1000-2-18,netgen,8,1000,5.74,5.69,5.65,2.76,3600
1000-2-18,netgen,9,1000,7.55,6.49,17.35,5.98,11.35
1000-2-19,netgen,0,1000,3600,53.5,22.88,67.98,3600
1000-2-19,netgen,1,1000,3600,24.81,75.46,20.94,11.9
1000-2-19,netgen,2,1000,3600,32.26,55.8,7.83,12.85
1000-2-19,netgen,3,1000,3600,15.8,6.63,40,14.29
1000-2-19,netgen,4,1000,7.56,6.51,24.37,13.63,3600
1000-2-19,netgen,5,1000,3600,117.17,185.09,14.57,3600
1000-2-19,netgen,6,1000,3600,18.86,13.15,8.17,3600
1000-2-19,netgen,7,1000,3600,24.29,108.13,12.6,13.54
1000-2-19,netgen,8,1000,3600,15.71,51.36,39.99,3600
1000-2-19,netgen,9,1000,3600,68.78,11.37,58.92,14.28
1000-2-2,netgen,0,1000,5.46,6.45,20.37,214.36,11.47
1000-2-2,netgen,1,1000,6.41,5.74,218.96,63.23,12.72
1000-2-2,netgen,2,1000,6.28,6.49,212.75,128.91,11.22
1000-2-2,netgen,3,1000,5.93,6.28,900.04,129.7,12.61
1000-2-2,netgen,4,1000,6.18,6.86,23.92,437.92,3600
1000-2-2,netgen,5,1000,6.07,6.07,592.3,28.74,3600
1000-2-2,netgen,6,1000,6.39,6.83,455.03,286.32,3600
1000-2-2,netgen,7,1000,5.45,5.47,74.96,69.8,11.36
1000-2-2,netgen,8,1000,7.04,5.31,76.83,178.31,12.09
1000-2-2,netgen,9,1000,3600,17.29,86.19,325.08,11.63
1000-2-20,netgen,0,1000,6.32,5.36,5.21,17.46,12.27
1000-2-20,netgen,1,1000,5.41,5.42,79.59,15.6,10.21
1000-2-20,netgen,2,1000,5.17,5.43,2.5,1.42,10.78
1000-2-20,netgen,3,1000,6.81,5.57,7.89,64.13,10.31
1000-2-20,netgen,4,1000,5.75,5.12,28.84,14.17,11.16
1000-2-20,netgen,5,1000,5.62,4.93,5.9,7.2,9.91
1000-2-20,netgen,6,1000,5.22,5.29,1.84,1.6,10.18
1000-2-20,netgen,7,1000,4.86,5.93,7.6,15.08,10.08
1000-2-20,netgen,8,1000,5.51,4.83,14.57,3.34,12.97
1000-2-20,netgen,9,1000,6.12,5.59,58.28,8.3,11.04
1000-2-21,netgen,0,1000,5.8,6.23,2.84,2.55,11.66
1000-2-21,netgen,1,1000,5.91,6.36,1.85,1.75,10.57
1000-2-21,netgen,2,1000,3600,15.45,4.36,1.99,10.34
1000-2-21,netgen,3,1000,3600,13.3,3.11,1.63,10.72
1000-2-21,netgen,4,1000,5.67,6.56,2.72,2.55,11
1000-2-21,netgen,5,1000,3600,14.69,2.08,1.66,10.79
1000-2-21,netgen,6,1000,5.82,5.42,2.38,2.57,10.69
1000-2-21,netgen,7,1000,5.89,6.07,2.82,2.16,10.81
1000-2-21,netgen,8,1000,3600,13.91,3.63,1.52,12.6
1000-2-21,netgen,9,1000,5.66,6.36,2.53,2.37,3600
1000-2-22,netgen,0,1000,3600,15.34,3600,3600,15.41
1000-2-22,netgen,1,1000,3600,17.38,3600,880.32,11.97
1000-2-22,netgen,2,1000,7.1,7.72,3600,3600,13.73
1000-2-22,netgen,3,1000,3600,17.74,3600,3600,3600
1000-2-22,netgen,4,1000,6.02,6.42,502.97,3600,14.55
1000-2-22,netgen,5,1000,6.11,5.76,246.67,1048.51,3600
1000-2-22,netgen,6,1000,3600,25.98,3600,1246.5,3600
1000-2-22,netgen,7,1000,6.3,7.32,3385.2,1968.2,13.24
1000-2-22,netgen,8,1000,5.64,5.41,3600,3600,12.23
1000-2-22,netgen,9,1000,6.45,7.56,1314.23,3600,16.59
1000-2-23,netgen,0,1000,3600,106.25,28.7,72.56,3600
1000-2-23,netgen,1,1000,3600,121.9,46.99,141.55,3600
1000-2-23,netgen,2,1000,3600,97.13,127.97,92.61,3600
1000-2-23,netgen,3,1000,3600,53.29,297.62,159.66,3600
1000-2-23,netgen,4,1000,7.04,8.86,220.59,223.42,3600
1000-2-23,netgen,5,1000,3600,146.52,604.16,70.25,12.27
1000-2-23,netgen,6,1000,3600,23.97,59.44,41.17,3600
1000-2-23,netgen,7,1000,3600,34.02,83.97,270.08,3600
1000-2-23,netgen,8,1000,3600,15.16,43.86,68.24,12.28
1000-2-23,netgen,9,1000,3600,55.4,138.79,44.72,3600
1000-2-24,netgen,0,1000,6.27,5.82,15.47,2.53,11.23
1000-2-24,netgen,1,1000,6.09,6.02,2.89,9.78,10.72
1000-2-24,netgen,2,1000,5.95,7.99,12.99,7.33,10.98
1000-2-24,netgen,3,1000,6.66,6.33,6.03,4.96,10.17
1000-2-24,netgen,4,1000,6.06,5.8,3.81,9.17,11.14
1000-2-24,netgen,5,1000,6.49,6.21,14.73,10.26,11.28
1000-2-24,netgen,6,1000,6.9,6.62,14.96,6.44,12.05
1000-2-24,netgen,7,1000,6.36,5.48,7.36,3.09,13.65
1000-2-24,netgen,8,1000,5.9,6.23,2,3.44,10.8
1000-2-24,netgen,9,1000,6.02,6.21,15.28,7.79,10.83
1000-2-25,netgen,0,1000,5.78,4.8,8.79,33.26,10.27
1000-2-25,netgen,1,1000,8.77,5.7,52.21,48.76,12.01
1000-2-25,netgen,2,1000,5.59,5.43,27.31,12.32,11.03
1000-2-25,netgen,3,1000,5.39,5.39,12.21,21.61,10.68
1000-2-25,netgen,4,1000,6.09,5.32,271.65,15.67,10.78
1000-2-25,netgen,5,1000,5.27,5.11,45.45,8.94,12.09
1000-2-25,netgen,6,1000,5.46,5.84,11.01,40.35,11.55
1000-2-25,netgen,7,1000,6.22,6.06,5.99,8.57,11.21
1000-2-25,netgen,8,1000,5.67,5.77,32.36,4.74,10.69
1000-2-25,netgen,9,1000,6.16,5.63,15.33,11.57,12.57
1000-2-26,netgen,0,1000,3600,24.02,1.86,1.78,3600
1000-2-26,netgen,1,1000,3600,18.17,2.57,14.2,12.29
1000-2-26,netgen,2,1000,3600,37.47,22.68,12.43,11.27
1000-2-26,netgen,3,1000,3600,15.32,2.25,21.86,11.91
1000-2-26,netgen,4,1000,6.69,6.75,307.25,17.21,13.53
1000-2-26,netgen,5,1000,5.81,6.63,11.98,31.97,11.67
1000-2-26,netgen,6,1000,6.85,6.47,23.08,30.28,11.64
1000-2-26,netgen,7,1000,3600,23.26,2.01,10.45,10.98
1000-2-26,netgen,8,1000,3600,14.85,8.26,4.16,11.31
1000-2-26,netgen,9,1000,6.11,6.98,44.72,27.68,11.33
1000-2-27,netgen,0,1000,7.15,5.96,4.43,10.74,11.72
1000-2-27,netgen,1,1000,5.8,6.54,7.6,7,3600
1000-2-27,netgen,2,1000,5.84,5.84,2.66,4.76,13.88
1000-2-27,netgen,3,1000,6.59,6.56,5.8,3.47,12.49
1000-2-27,netgen,4,1000,6.03,6.09,3.12,4.46,11.31
1000-2-27,netgen,5,1000,5.61,6.21,2.01,6.73,11.03
1000-2-27,netgen,6,1000,6.61,6.17,19.56,2.99,11.81
1000-2-27,netgen,7,1000,5.45,5.6,4.25,5.23,3600
1000-2-27,netgen,8,1000,6.64,6.19,2.3,3.14,13.28
1000-2-27,netgen,9,1000,5.7,6.26,3.31,5.69,3600
1000-2-28,netgen,0,1000,6.92,6.32,5.21,32,11.63
1000-2-28,netgen,1,1000,5.8,6.03,11.81,4.12,10.6
1000-2-28,netgen,2,1000,3600,13.08,123.1,49.22,11.02
1000-2-28,netgen,3,1000,5.72,7.82,6.6,190.08,10.56
1000-2-28,netgen,4,1000,6.23,5.54,182,41.09,11.83
1000-2-28,netgen,5,1000,6.33,6.39,96.07,7.01,11.05
1000-2-28,netgen,6,1000,6.76,7.28,7.34,4.65,11.28
1000-2-28,netgen,7,1000,8.18,5.43,31.47,120.78,12.77
1000-2-28,netgen,8,1000,5.9,7.07,55.32,23.34,11.13
1000-2-28,netgen,9,1000,6.02,6.08,6.48,71.84,11.15
1000-2-29,netgen,0,1000,3600,14.44,13.89,8.87,11.81
1000-2-29,netgen,1,1000,3600,14.92,5.76,33.05,11.47
1000-2-29,netgen,2,1000,6.3,6.25,11.31,6.48,11.13
1000-2-29,netgen,3,1000,6,5.97,129.4,23.15,10.71
1000-2-29,netgen,4,1000,7.1,7.56,7.69,13.15,10.88
1000-2-29,netgen,5,1000,5.97,6.1,2.29,18.44,9.99
1000-2-29,netgen,6,1000,3600,12.51,21.45,7.68,12.23
1000-2-29,netgen,7,1000,6.17,6.74,10.99,11.83,11.01
1000-2-29,netgen,8,1000,5.62,5.49,24.65,24.31,12.81
1000-2-29,netgen,9,1000,5.91,6.21,10.99,27.8,10.82
1000-2-3,netgen,0,1000,6.98,5.82,2.72,2.9,10.26
1000-2-3,netgen,1,1000,5.65,5.22,3.56,5.6,10.68
1000-2-3,netgen,2,1000,3600,14.88,1.51,1.74,10.81
1000-2-3,netgen,3,1000,6.28,5.95,5.63,5.78,11.21
1000-2-3,netgen,4,1000,3600,13.78,1.82,1.85,10.5
1000-2-3,netgen,5,1000,6.35,5.72,3.79,5.33,10.82
1000-2-3,netgen,6,1000,6.76,5.45,1.68,2.04,10.63
1000-2-3,netgen,7,1000,5.28,5.37,1.33,1.7,10.61
1000-2-3,netgen,8,1000,3600,13.27,8.6,2.75,10.7
1000-2-3,netgen,9,1000,6.11,5.67,4.07,3.52,13.01
1000-2-30,netgen,0,1000,3600,23.07,6.73,5.47,10.06
1000-2-30,netgen,1,1000,3600,22.25,5.9,2.45,11.03
1000-2-30,netgen,2,1000,3600,34.74,3.34,4.21,10.34
1000-2-30,netgen,3,1000,6.01,6.09,11.59,4.53,10.94
1000-2-30,netgen,4,1000,3600,43.19,9.75,9.08,11.08
1000-2-30,netgen,5,1000,3600,20.38,2.94,3.27,11.4
1000-2-30,netgen,6,1000,3600,20.4,10.79,7.37,11.37
1000-2-30,netgen,7,1000,6.52,5.52,4.59,7,14.04
1000-2-30,netgen,8,1000,6.65,5.91,4.06,3.77,11.85
